NODES: 525
MATERIALS: 1
THICKNESSES: 1
ELEMENTS_T3: 698
ELEMENTS_T6: 0
ELEMENTS_T10: 0                 
FORCES: 1
PRESSURES: 0
DISPLACEMENTS: 6

NODE X Y
1 -50.00000000 -0.50000000
2 -49.42196532 -0.50000000
3 -48.84393064 -0.50000000
4 -48.26589595 -0.50000000
5 -47.68786127 -0.50000000
6 -47.10982659 -0.50000000
7 -46.53179191 -0.50000000
8 -45.95375723 -0.50000000
9 -45.37572254 -0.50000000
10 -44.79768786 -0.50000000
11 -44.21965318 -0.50000000
12 -43.64161850 -0.50000000
13 -43.06358382 -0.50000000
14 -42.48554913 -0.50000000
15 -41.90751445 -0.50000000
16 -41.32947977 -0.50000000
17 -40.75144509 -0.50000000
18 -40.17341040 -0.50000000
19 -39.59537572 -0.50000000
20 -39.01734104 -0.50000000
21 -38.43930636 -0.50000000
22 -37.86127168 -0.50000000
23 -37.28323699 -0.50000000
24 -36.70520231 -0.50000000
25 -36.12716763 -0.50000000
26 -35.54913295 -0.50000000
27 -34.97109827 -0.50000000
28 -34.39306358 -0.50000000
29 -33.81502890 -0.50000000
30 -33.23699422 -0.50000000
31 -32.65895954 -0.50000000
32 -32.08092486 -0.50000000
33 -31.50289017 -0.50000000
34 -30.92485549 -0.50000000
35 -30.34682081 -0.50000000
36 -29.76878613 -0.50000000
37 -29.19075145 -0.50000000
38 -28.61271676 -0.50000000
39 -28.03468208 -0.50000000
40 -27.45664740 -0.50000000
41 -26.87861272 -0.50000000
42 -26.30057803 -0.50000000
43 -25.72254335 -0.50000000
44 -25.14450867 -0.50000000
45 -24.56647399 -0.50000000
46 -23.98843931 -0.50000000
47 -23.41040462 -0.50000000
48 -22.83236994 -0.50000000
49 -22.25433526 -0.50000000
50 -21.67630058 -0.50000000
51 -21.09826590 -0.50000000
52 -20.52023121 -0.50000000
53 -19.94219653 -0.50000000
54 -19.36416185 -0.50000000
55 -18.78612717 -0.50000000
56 -18.20809249 -0.50000000
57 -17.63005780 -0.50000000
58 -17.05202312 -0.50000000
59 -16.47398844 -0.50000000
60 -15.89595376 -0.50000000
61 -15.31791908 -0.50000000
62 -14.73988439 -0.50000000
