NODES: 409
MATERIALS: 1
THICKNESSES: 1
ELEMENTS_T3: 0
ELEMENTS_T6: 0
ELEMENTS_T10: 80                 
FORCES: 1
PRESSURES: 0
DISPLACEMENTS: 14

NODE X Y
1	0	0.1856
2	0	0.0928
3	0	0
4	0.08571429	0
5	0.17142857	0
6	0.25714286	0
7	0.34285714	0
8	0.42857143	0
9	0.51428571	0
10	0.6	0
11	0.68571429	0
12	0.77142857	0
13	0.85714286	0
14	0.94285714	0
15	102.857.143	0
16	111.428.571	0
17	1.2	0
18	1.2	0.0928
19	1.2	0.1856
20	111.428.571	0.1856
21	102.857.143	0.1856
22	0.94285714	0.1856
23	0.85714286	0.1856
24	0.77142857	0.1856
25	0.68571429	0.1856
26	0.6	0.1856
27	0.51428571	0.1856
28	0.42857143	0.1856
29	0.34285714	0.1856
30	0.25714286	0.1856
31	0.17142857	0.1856
32	0.08571429	0.1856
33	0.21428571	0.0928
34	0.38571429	0.0928
35	0.55714286	0.0928
36	0.72857143	0.0928
37	0.9	0.0928
38	107.142.857	0.0928
39	0.12857143	0.1095114
40	0.47142857	0.0760886
41	0.3	0.1095114
42	0.64285714	0.0760886
43	0.81428571	0.0760886
44	0.98571429	0.0760886
45	0.06158971	0.12189775
46	0.12857143	0.04636966
47	0.50626207	0.1255983
48	0.43659507	0.1255983
49	0.2651665	0.0600017
50	0.3348335	0.0600017
51	0.67769064	0.1255983
52	0.60802364	0.1255983
53	0.84911921	0.1255983
54	0.77945222	0.1255983
55	102.054.778	0.1255983
56	0.95088079	0.1255983
57	113.571.429	0.0661924
58	0	0.15466667
59	0	0.12373333
60	0.02857143	0.1856
61	0.05714286	0.1856
62	0.0205299	0.16436592
63	0.04105981	0.14313183
64	0	0.06186667
65	0	0.03093333
66	0.02857143	0.06186667
67	0.05714286	0.03093333
68	0.0205299	0.10249925
69	0.04105981	0.1121985
70	0.02857143	0
71	0.05714286	0
72	0.11428571	0
73	0.14285714	0
74	0.07767276	0.04063258
75	0.06963124	0.08126517
76	0.1	0.01545655
77	0.11428571	0.0309131
78	0.2	0
79	0.22857143	0
80	0.18571429	0.03093333
81	0.2	0.06186667
82	0.15714286	0.01545655
83	0.14285714	0.0309131
84	0.20267455	0.02000057
85	0.23392052	0.04000113
86	0.28571429	0
87	0.31428571	0
88	0.25981741	0.02000057
89	0.26249195	0.04000113
90	0.37142857	0
91	0.4	0
92	0.31696026	0.02000057
93	0.29106338	0.04000113
94	0.34018259	0.02000057
95	0.33750805	0.04000113
96	0.45714286	0
97	0.48571429	0
98	0.41428571	0.03093333
99	0.4	0.06186667
100	0.44285714	0.02536287
101	0.45714286	0.05072573
102	0.39732545	0.02000057
103	0.36607948	0.04000113
104	0.54285714	0
